Id,Response
1,7
3,8
4,6
9,6
12,6
13,8
21,8
28,8
30,8
36,8
38,8
43,8
45,8
48,8
50,8
51,8
54,8
55,5
59,8
62,2
63,8
66,5
69,8
82,8
83,6
84,6
86,8
89,8
90,6
92,6
98,8
100,6
105,6
115,8
119,6
124,8
127,8
133,8
140,8
141,8
143,6
151,6
154,8
157,8
163,6
166,6
168,8
170,8
173,8
180,2
182,6
184,8
185,8
195,8
196,8
197,8
212,8
213,8
219,8
225,6
227,8
232,2
239,7
247,6
251,1
254,6
261,8
264,8
267,5
272,8
275,8
277,6
283,8
284,6
287,8
291,8
293,8
294,6
305,8
307,8
309,8
311,8
322,8
323,8
326,8
330,8
335,8
337,8
338,8
341,6
346,8
348,1
352,8
356,8
358,8
366,7
369,6
373,7
375,8
381,2
384,8
386,8
396,8
397,8
399,6
405,8
412,8
417,8
421,6
425,8
427,8
430,8
432,6
433,8
436,8
438,6
441,8
442,6
444,5
446,8
448,8
450,8
454,8
465,8
470,7
472,6
475,1
484,8
495,8
497,8
498,8
501,1
502,8
505,8
515,2
516,8
527,8
529,6
531,1
533,8
537,6
541,8
546,8
548,8
549,8
550,6
553,8
559,8
561,2
564,1
574,8
578,8
579,5
580,8
582,7
584,8
588,1
596,1
602,8
603,1
613,8
614,8
619,8
620,8
624,8
625,8
628,2
630,7
635,8
636,6
637,8
641,8
644,8
648,8
654,8
658,6
664,8
666,6
667,8
670,8
672,5
674,8
676,8
684,8
685,6
693,6
694,8
700,2
702,6
703,8
705,6
711,8
718,6
722,1
726,2
727,6
732,8
735,8
740,6
748,8
750,8
751,8
756,8
762,8
766,8
770,7
771,5
779,6
782,1
784,8
793,1
798,6
800,5
801,2
805,7
807,8
813,8
819,8
820,8
822,8
823,8
833,8
834,8
842,8
845,6
856,8
860,5
864,8
869,8
872,8
877,1
878,8
893,8
894,8
896,8
899,8
900,8
911,2
914,8
917,8
919,8
923,1
925,8
926,6
934,8
938,8
940,6
955,2
956,8
971,8
973,8
978,8
979,8
981,8
988,8
990,8
992,6
996,8
997,2
999,8
1000,8
1006,2
1009,6
1018,1
1025,6
1038,8
1042,8
1045,6
1046,8
1047,1
1050,5
1052,8
1054,8
1057,8
1061,6
1069,7
1071,8
1073,1
1074,8
1075,6
1083,8
1084,6
1089,6
1099,8
1103,1
1110,8
1123,8
1130,7
1135,8
1137,8
1145,8
1147,8
1152,6
1153,2
1154,8
1158,8
1166,1
1170,6
1172,6
1178,8
1179,6
1181,2
1182,8
1183,8
1191,8
1192,6
1200,2
1205,5
1207,7
1208,6
1209,6
1217,8
1223,8
1225,8
1226,1
1228,8
1230,6
1232,8
1235,8
1237,8
1257,8
1266,6
1267,5
1274,8
1277,8
1278,7
1280,8
1282,8
1293,7
1294,8
1305,8
1306,6
1311,8
1318,8
1320,8
1323,8
1325,1
1328,6
1336,1
1340,8
1341,8
1344,6
1345,8
1348,2
1358,6
1361,8
1364,6
1373,8
1377,6
1378,8
1380,8
1382,6
1383,6
1386,8
1387,6
1390,6
1395,8
1398,8
1402,8
1403,7
1405,8
1407,8
1410,1
1412,6
1419,8
1426,8
1428,8
1436,5
1437,7
1438,8
1441,8
1444,8
1448,2
1454,8
1457,5
1459,8
1463,8
1467,8
1471,8
1475,8
1476,6
1480,8
1481,6
1482,7
1489,6
1491,8
1494,8
1496,5
1500,8
1501,8
1503,2
1504,5
1505,8
1515,8
1517,8
1520,5
1521,8
1523,8
1526,8
1529,6
1530,6
1543,5
1544,8
1547,7
1550,8
1552,7
1554,7
1563,8
1574,8
1575,6
1576,8
1579,6
1582,6
1584,8
1585,8
1589,8
1596,6
1598,2
1611,8
1613,7
1615,8
1618,6
1627,6
1630,6
1638,1
1639,8
1640,8
1642,8
1645,6
1648,6
1654,2
1661,8
1662,8
1663,8
1666,1
1668,7
1670,2
1672,8
1681,8
1682,6
1683,2
1687,8
1688,8
1693,8
1694,8
1700,8
1704,8
1712,8
1716,8
1717,5
1722,7
1724,6
1738,1
1739,1
1740,6
1761,8
1763,8
1765,8
1766,5
1767,8
1771,6
1772,8
1777,8
1784,2
1799,2
1806,8
1810,1
1812,6
1814,1
1818,1
1819,8
1822,5
1823,8
1824,6
1834,2
1835,1
1844,6
1848,6
1849,8
1850,8
1851,2
1856,6
1862,6
1863,8
1872,6
1874,6
1875,8
1877,8
1900,8
1902,6
1904,2
1905,1
1908,8
1914,8
1916,6
1922,1
1933,8
1934,1
1939,8
1942,2
1947,8
1957,8
1971,8
1973,6
1974,6
1977,8
1981,7
1985,8
1987,5
1989,8
2001,8
2002,7
2007,6
2008,8
2011,6
2021,1
2034,8
2040,8
2044,8
2045,8
2048,8
2051,8
2062,8
2066,8
2068,7
2069,8
2074,8
2075,8
2078,8
2079,1
2080,6
2081,8
2084,6
2085,8
2087,8
2096,8
2102,8
2103,2
2107,8
2117,2
2118,6
2120,7
2121,6
2122,1
2130,8
2136,6
2138,8
2140,6
2143,8
