Id,Response
1,1
3,8
4,8
9,1
12,8
13,8
21,8
28,1
30,8
36,8
38,8
43,8
45,8
48,8
50,8
51,7
54,8
55,8
59,8
62,2
63,8
66,8
69,8
82,8
83,7
84,7
86,8
89,8
90,8
92,6
98,8
100,8
105,3
115,6
119,8
124,8
127,8
133,8
140,8
141,8
143,8
151,1
154,1
157,8
163,1
166,8
168,8
170,8
173,1
180,8
182,7
184,6
185,1
195,8
196,8
197,5
212,8
213,8
219,8
225,1
227,1
232,2
239,6
247,1
251,8
254,8
261,8
264,8
267,8
272,8
275,2
277,1
283,1
284,1
287,2
291,8
293,8
294,1
305,8
307,2
309,6
311,2
322,1
323,8
326,8
330,8
335,8
337,8
338,6
341,1
346,8
348,2
352,8
356,8
358,6
366,6
369,7
373,8
375,8
381,2
384,8
386,6
396,6
397,8
399,1
405,1
412,8
417,7
421,8
425,8
427,6
430,1
432,8
433,8
436,8
438,2
441,8
442,8
444,4
446,8
448,8
450,8
454,8
465,6
470,1
472,8
475,8
484,8
495,8
497,8
498,8
501,1
502,7
505,6
515,1
516,5
527,5
529,1
531,8
533,8
537,8
541,8
546,8
548,2
549,8
550,8
553,8
559,2
561,1
564,6
574,7
578,8
579,8
580,8
582,6
584,8
588,1
596,2
602,6
603,1
613,8
614,1
619,6
620,8
624,8
625,8
628,8
630,6
635,8
636,2
637,8
641,8
644,8
648,8
654,8
658,8
664,8
666,8
667,8
670,8
672,8
674,8
676,8
684,8
685,6
693,1
694,6
700,1
702,7
703,7
705,7
711,8
718,1
722,8
726,2
727,1
732,8
735,8
740,2
748,8
750,8
751,8
756,8
762,8
766,8
770,6
771,2
779,6
782,1
784,8
793,5
798,8
800,8
801,6
805,6
807,1
813,8
819,8
820,8
822,2
823,2
833,5
834,8
842,8
845,8
856,8
860,8
864,1
869,8
872,8
877,8
878,6
893,8
894,8
896,8
899,6
900,1
911,5
914,1
917,1
919,8
923,5
925,6
926,1
934,8
938,8
940,1
955,8
956,8
971,1
973,8
978,8
979,8
981,6
988,6
990,7
992,1
996,8
997,6
999,8
1000,8
1006,1
1009,6
1018,6
1025,5
1038,8
1042,1
1045,2
1046,8
1047,8
1050,6
1052,8
1054,8
1057,8
1061,5
1069,6
1071,6
1073,8
1074,8
1075,1
1083,8
1084,1
1089,8
1099,8
1103,8
1110,8
1123,6
1130,8
1135,1
1137,8
1145,8
1147,2
1152,8
1153,7
1154,8
1158,8
1166,8
1170,8
1172,8
1178,1
1179,8
1181,1
1182,8
1183,8
1191,8
1192,8
1200,6
1205,8
1207,1
1208,1
1209,8
1217,8
1223,8
1225,8
1226,2
1228,6
1230,1
1232,8
1235,8
1237,2
1257,6
1266,1
1267,8
1274,7
1277,8
1278,5
1280,8
1282,8
1293,1
1294,8
1305,5
1306,8
1311,8
1318,8
1320,1
1323,8
1325,8
1328,7
1336,8
1340,6
1341,8
1344,1
1345,6
1348,8
1358,6
1361,8
1364,6
1373,8
1377,8
1378,8
1380,8
1382,8
1383,7
1386,8
1387,1
1390,1
1395,8
1398,2
1402,8
1403,8
1405,8
1407,7
1410,1
1412,6
1419,1
1426,8
1428,8
1436,6
1437,1
1438,1
1441,8
1444,6
1448,1
1454,8
1457,8
1459,8
1463,7
1467,8
1471,2
1475,8
1476,1
1480,8
1481,6
1482,8
1489,8
1491,8
1494,8
1496,8
1500,1
1501,8
1503,8
1504,6
1505,8
1515,6
1517,8
1520,6
1521,8
1523,8
1526,8
1529,2
1530,2
1543,8
1544,8
1547,8
1550,8
1552,8
1554,8
1563,8
1574,6
1575,1
1576,1
1579,1
1582,6
1584,8
1585,8
1589,6
1596,8
1598,7
1611,1
1613,1
1615,8
1618,7
1627,8
1630,8
1638,6
1639,6
1640,8
1642,1
1645,8
1648,1
1654,5
1661,8
1662,5
1663,8
1666,2
1668,6
1670,6
1672,7
1681,8
1682,7
1683,2
1687,8
1688,1
1693,6
1694,8
1700,8
1704,8
1712,8
1716,8
1717,7
1722,8
1724,1
1738,5
1739,7
1740,8
1761,8
1763,8
1765,8
1766,8
1767,8
1771,8
1772,1
1777,7
1784,1
1799,1
1806,8
1810,6
1812,8
1814,8
1818,8
1819,6
1822,6
1823,8
1824,1
1834,5
1835,8
1844,6
1848,1
1849,8
1850,1
1851,5
1856,6
1862,1
1863,7
1872,1
1874,1
1875,8
1877,8
1900,6
1902,6
1904,7
1905,1
1908,8
1914,8
1916,8
1922,1
1933,2
1934,2
1939,8
1942,2
1947,8
1957,8
1971,8
1973,1
1974,1
1977,6
1981,8
1985,8
1987,6
1989,1
2001,8
2002,1
2007,2
2008,8
2011,2
2021,1
2034,8
2040,8
2044,8
2045,8
2048,7
2051,8
2062,8
2066,1
2068,2
2069,8
2074,1
2075,8
2078,8
2079,2
2080,1
2081,8
2084,6
2085,8
2087,8
2096,8
2102,1
2103,1
2107,8
2117,2
2118,1
2120,8
2121,5
2122,5
2130,8
2136,5
2138,8
2140,8
2143,8
2144,8
2145,2
2147,8
2150,6
2154,8
2155,1
2166,8
2169,8
2173,7
2176,1
2178,8
2179,2
2180,8
2184,6
2185,8
2188,8
2190,8
2194,7
2195,1
2198,1
2205,8
2206,8
2207,1
2212,1
2213,2
2216,8
2218,8
2224,8
2225,8
2228,8
2236,8
2242,8
2246,5
2250,8
2255,8
2256,5
2267,1
2268,8
2269,6
2272,2
2275,8
2280,8
2282,8
2287,8
2289,1
2293,8
2296,8
2307,6
2309,5
2313,8
2325,5
2327,8
2336,1
2339,8
2342,8
2347,8
2350,8
2360,8
2364,1
2369,2
2379,8
2394,8
2395,1
2399,8
2402,1
2410,8
2416,8
2420,8
2427,8
2434,8
2435,8
2441,8
2447,8
2452,8
2463,2
2467,1
2468,8
2470,7
2476,8
2483,6
2487,6
2492,8
2502,8
2504,1
2510,1
2511,5
2512,8
2517,8
2520,6
2521,8
2523,7
2524,2
2525,8
2526,8
2528,8
2530,5
2532,6
2536,8
2540,8
2541,8
2543,8
2549,8
2550,1
2556,1
2557,6
2559,8
2565,8
2566,8
2567,1
2568,8
2570,8
2573,8
2577,6
2578,6
2583,8
2586,7
2587,8
2588,8
2591,8
2597,8
2606,6
2607,8
2608,8
2611,6
2612,8
2613,8
2616,8
2621,1
2622,8
2634,8
2639,8
2642,1
2644,8
2650,6
2655,8
2664,8
2667,8
2670,8
2679,1
2681,8
2683,6
2685,8
2687,8
2696,1
2699,2
2712,2
2716,8
2720,8
2725,8
2726,8
2731,8
2733,8
2740,8
2742,6
2748,8
2749,8
2763,8
2771,8
2772,1
2773,8
2783,8
2784,6
2789,1
2796,6
2798,8
2799,7
2800,6
2802,8
2805,6
2809,8
2816,8
2817,8
2821,8
2822,8
2829,2
2832,2
2842,1
2844,8
2846,8
2851,1
2852,8
2853,8
2856,8
2862,8
2866,1
2868,1
2886,8
2892,7
2893,8
2898,7
2917,1
2923,2
2927,8
2930,8
2931,1
2935,8
2936,8
2961,8
2964,8
2967,2
2968,6
2970,8
2977,8
2978,1
2979,8
2985,6
2986,8
2989,8
2997,8
2999,8
3004,6
3008,8
3010,8
3020,8
3022,8
3024,8
3027,8
3032,8
3033,8
3048,8
3053,6
3056,8
3070,7
3071,8
3073,1
3080,8
3098,8
3099,1
3109,8
3110,8
3115,8
3121,8
3128,8
3132,8
3133,2
3141,2
3144,8
3145,8
3154,8
3159,6
3164,2
3168,1
3172,8
3176,6
3186,7
3193,1
3196,8
3199,1
