Id,Response
1,8
3,6
4,8
9,6
12,6
13,8
21,8
28,8
30,8
36,8
38,8
43,8
45,8
48,8
50,8
51,1
54,8
55,1
59,8
62,5
63,8
66,8
69,8
82,8
83,1
84,7
86,8
89,8
90,6
92,8
98,8
100,8
105,8
115,8
119,6
124,8
127,8
133,8
140,8
141,8
143,8
151,2
154,8
157,8
163,6
166,6
168,8
170,8
173,8
180,2
182,7
184,1
185,8
195,8
196,8
197,2
212,8
213,8
219,8
225,2
227,8
232,6
239,6
247,1
251,7
254,7
261,8
264,8
267,7
272,7
275,8
277,6
283,8
284,2
287,8
291,8
293,8
294,2
305,8
307,8
309,8
311,6
322,8
323,8
326,8
330,8
335,7
337,8
338,8
341,6
346,8
348,6
352,7
356,8
358,8
366,6
369,2
373,6
375,8
381,2
384,8
386,8
396,8
397,8
399,1
405,8
412,8
417,6
421,2
425,8
427,8
430,8
432,2
433,8
436,8
438,8
441,8
442,1
444,6
446,7
448,6
450,8
454,8
465,8
470,6
472,1
475,8
484,8
495,8
497,8
498,8
501,2
502,8
505,8
515,1
516,8
527,2
529,2
531,8
533,8
537,6
541,8
546,8
548,8
549,8
550,8
553,8
559,8
561,1
564,1
574,8
578,8
579,2
580,8
582,1
584,8
588,1
596,2
602,6
603,2
613,8
614,1
619,8
620,8
624,8
625,8
628,6
630,8
635,8
636,8
637,8
641,8
644,8
648,8
654,8
658,8
664,8
666,6
667,7
670,8
672,7
674,8
676,8
684,8
685,8
693,6
694,8
700,1
702,1
703,6
705,7
711,8
718,6
722,6
726,8
727,1
732,8
735,8
740,6
748,8
750,8
751,8
756,6
762,8
766,8
770,6
771,2
779,6
782,1
784,5
793,2
798,1
800,7
801,7
805,6
807,8
813,8
819,8
820,8
822,8
823,8
833,6
834,8
842,6
845,6
856,8
860,1
864,8
869,8
872,8
877,1
878,8
893,8
894,8
896,8
899,1
900,8
911,2
914,8
917,1
919,8
923,2
925,8
926,6
934,8
938,8
940,8
955,1
956,8
971,6
973,8
978,8
979,8
981,8
988,8
990,8
992,2
996,8
997,5
999,1
1000,8
1006,2
1009,6
1018,2
1025,1
1038,8
1042,8
1045,7
1046,8
1047,8
1050,1
1052,8
1054,8
1057,8
1061,5
1069,6
1071,1
1073,7
1074,8
1075,2
1083,8
1084,2
1089,7
1099,8
1103,8
1110,8
1123,8
1130,8
1135,8
1137,8
1145,8
1147,8
1152,8
1153,2
1154,8
1158,8
1166,8
1170,8
1172,8
1178,8
1179,1
1181,1
1182,8
1183,8
1191,8
1192,8
1200,2
1205,7
1207,2
1208,6
1209,8
1217,8
1223,8
1225,8
1226,2
1228,6
1230,2
1232,8
1235,8
1237,6
1257,8
1266,2
1267,2
1274,8
1277,8
1278,2
1280,8
1282,8
1293,7
1294,8
1305,2
1306,8
1311,6
1318,8
1320,8
1323,8
1325,1
1328,1
1336,1
1340,8
1341,8
1344,7
1345,8
1348,1
1358,8
1361,8
1364,6
1373,8
1377,7
1378,8
1380,7
1382,6
1383,6
1386,8
1387,1
1390,2
1395,8
1398,8
1402,8
1403,8
1405,8
1407,8
1410,1
1412,8
1419,6
1426,8
1428,8
1436,1
1437,2
1438,8
1441,5
1444,8
1448,2
1454,8
1457,5
1459,8
1463,6
1467,8
1471,2
1475,8
1476,6
1480,8
1481,2
1482,8
1489,8
1491,8
1494,8
1496,6
1500,8
1501,8
1503,1
1504,7
1505,8
1515,6
1517,8
1520,1
1521,8
1523,8
1526,8
1529,6
1530,8
1543,1
1544,8
1547,7
1550,8
1552,8
1554,6
1563,8
1574,8
1575,7
1576,8
1579,1
1582,6
1584,8
1585,8
1589,6
1596,6
1598,2
1611,8
1613,8
1615,5
1618,2
1627,8
1630,2
1638,8
1639,8
1640,8
1642,8
1645,8
1648,8
1654,1
1661,8
1662,6
1663,8
1666,2
1668,8
1670,5
1672,8
1681,8
1682,8
1683,1
1687,8
1688,8
1693,8
1694,8
1700,8
1704,8
1712,8
1716,8
1717,8
1722,7
1724,1
1738,6
1739,1
1740,8
1761,8
1763,8
1765,8
1766,8
1767,8
1771,6
1772,8
1777,8
1784,6
1799,2
1806,8
1810,1
1812,8
1814,1
1818,1
1819,8
1822,7
1823,8
1824,8
1834,8
1835,1
1844,6
1848,6
1849,8
1850,8
1851,2
1856,6
1862,6
1863,8
1872,1
1874,2
1875,8
1877,8
1900,8
1902,8
1904,7
1905,6
1908,8
1914,8
1916,1
1922,2
1933,8
1934,1
1939,8
1942,1
1947,8
1957,8
1971,8
1973,2
1974,1
1977,7
1981,7
1985,8
1987,1
1989,8
2001,8
2002,7
2007,2
2008,8
2011,6
2021,2
2034,8
2040,8
2044,8
2045,8
2048,8
2051,6
2062,8
2066,2
2068,8
2069,8
2074,8
2075,8
2078,8
2079,1
2080,2
2081,6
2084,2
2085,8
2087,8
2096,6
2102,2
2103,6
2107,8
2117,8
2118,2
2120,6
2121,2
2122,1
2130,8
2136,6
2138,8
2140,8
2143,8
2144,8
2145,6
2147,8
2150,6
2154,8
2155,2
2166,8
2169,1
2173,6
2176,2
2178,8
2179,2
2180,8
2184,8
2185,8
2188,5
2190,8
2194,2
2195,8
2198,8
2205,8
2206,8
2207,1
2212,5
2213,8
2216,8
2218,8
2224,8
2225,8
2228,8
2236,6
2242,8
2246,6
2250,7
2255,8
2256,6
2267,6
2268,7
2269,8
2272,1
2275,8
2280,8
2282,8
2287,8
2289,8
2293,6
2296,7
2307,8
2309,5
2313,8
2325,8
2327,7
2336,1
2339,1
2342,8
2347,8
2350,2
2360,8
2364,7
2369,2
2379,6
2394,7
2395,6
2399,8
2402,8
2410,8
2416,6
2420,8
2427,8
2434,8
2435,8
2441,8
2447,6
2452,8
2463,6
2467,8
2468,8
2470,6
2476,1
2483,2
2487,6
2492,8
2502,8
2504,8
2510,8
2511,2
2512,8
2517,8
2520,8
2521,8
2523,6
2524,6
2525,6
2526,8
2528,8
2530,2
2532,6
2536,8
2540,8
2541,8
2543,8
2549,8
2550,1
2556,7
2557,8
2559,8
2565,8
2566,8
2567,6
2568,8
2570,8
2573,8
2577,8
2578,2
2583,8
2586,7
2587,8
2588,8
2591,8
2597,8
2606,1
2607,8
2608,8
2611,6
2612,8
2613,8
2616,8
2621,8
2622,8
2634,8
2639,5
2642,1
2644,8
2650,8
2655,8
2664,8
2667,6
2670,6
2679,1
2681,6
2683,2
2685,8
2687,8
2696,2
