Id,Response
1,8
3,8
4,8
9,6
12,8
13,8
21,7
28,8
30,8
36,8
38,8
43,8
45,6
48,8
50,8
51,6
54,8
55,7
59,8
62,7
63,8
66,1
69,8
82,8
83,1
84,6
86,8
89,8
90,8
92,6
98,8
100,6
105,6
115,8
119,1
124,8
127,7
133,5
140,8
141,8
143,5
151,6
154,8
157,8
163,2
166,5
168,8
170,8
173,6
180,7
182,7
184,1
185,8
195,8
196,8
197,8
212,8
213,8
219,8
225,6
227,6
232,2
239,8
247,2
251,1
254,1
261,8
264,1
267,8
272,8
275,8
277,8
283,8
284,5
287,8
291,6
293,8
294,2
305,8
307,7
309,8
311,6
322,6
323,8
326,8
330,8
335,8
337,8
338,8
341,1
346,8
348,2
352,8
356,8
358,8
366,6
369,2
373,6
375,8
381,6
384,8
386,8
396,8
397,8
399,2
405,8
412,8
417,5
421,7
425,8
427,8
430,1
432,8
433,8
436,8
438,8
441,8
442,1
444,8
446,6
448,6
450,8
454,8
465,8
470,7
472,1
475,1
484,8
495,8
497,8
498,8
501,7
502,8
505,7
515,1
516,8
527,8
529,6
531,8
533,8
537,6
541,8
546,8
548,8
549,8
550,8
553,8
559,7
561,7
564,2
574,1
578,6
579,7
580,8
582,6
584,8
588,6
596,6
602,1
603,1
613,8
614,1
619,8
620,8
624,8
625,8
628,2
630,1
635,8
636,6
637,8
641,8
644,8
648,8
654,8
658,5
664,8
666,5
667,6
670,8
672,1
674,8
676,8
684,8
685,1
693,7
694,8
700,1
702,1
703,8
705,6
711,8
718,7
722,6
726,7
727,1
732,8
735,8
740,6
748,2
750,8
751,8
756,8
762,8
766,8
770,1
771,8
779,6
782,1
784,8
793,1
798,1
800,6
801,7
805,6
807,7
813,8
819,8
820,5
822,8
823,7
833,8
834,8
842,6
845,6
856,8
860,7
864,8
869,8
872,8
877,1
878,8
893,8
894,8
896,8
899,1
900,6
911,1
914,7
917,2
919,8
923,1
925,5
926,7
934,8
938,8
940,8
955,2
956,8
971,6
973,8
978,6
979,8
981,8
988,8
990,6
992,1
996,8
997,6
999,1
1000,8
1006,6
1009,6
1018,2
1025,6
1038,7
1042,1
1045,7
1046,8
1047,1
1050,1
1052,8
1054,6
1057,6
1061,6
1069,6
1071,7
1073,2
1074,8
1075,7
1083,8
1084,6
1089,8
1099,8
1103,7
1110,8
1123,8
1130,8
1135,8
1137,8
1145,8
1147,8
1152,8
1153,2
1154,8
1158,5
1166,6
1170,8
1172,2
1178,2
1179,6
1181,1
1182,8
1183,8
1191,8
1192,8
1200,6
1205,8
1207,6
1208,2
1209,8
1217,8
1223,8
1225,8
1226,6
1228,8
1230,2
1232,8
1235,8
1237,7
1257,8
1266,6
1267,8
1274,6
1277,8
1278,1
1280,8
1282,8
1293,7
1294,8
1305,8
1306,6
1311,6
1318,8
1320,6
1323,8
1325,1
1328,1
1336,1
1340,8
1341,8
1344,6
1345,8
1348,1
1358,6
1361,8
1364,6
1373,8
1377,8
1378,6
1380,6
1382,6
1383,2
1386,8
1387,2
1390,2
1395,8
1398,6
1402,7
1403,8
1405,7
1407,5
1410,2
1412,8
1419,7
1426,8
1428,8
1436,6
1437,1
1438,8
1441,8
1444,8
1448,6
1454,8
1457,8
1459,8
1463,6
1467,8
1471,6
1475,8
1476,6
1480,8
1481,6
1482,8
1489,8
1491,8
1494,8
1496,5
1500,8
1501,8
1503,1
1504,6
1505,1
1515,6
1517,8
1520,8
1521,6
1523,8
1526,5
1529,8
1530,8
1543,7
1544,8
1547,2
1550,8
1552,7
1554,2
1563,8
1574,8
1575,6
1576,8
1579,1
1582,6
1584,8
1585,8
1589,2
1596,8
1598,7
1611,6
1613,1
1615,6
1618,6
1627,8
1630,1
1638,2
1639,7
1640,8
1642,8
1645,8
1648,8
1654,6
1661,8
1662,8
1663,8
1666,2
1668,6
1670,8
1672,8
1681,8
1682,8
1683,5
1687,8
1688,8
1693,8
1694,8
1700,8
1704,8
1712,8
1716,8
1717,8
1722,8
1724,2
1738,1
1739,1
1740,8
1761,8
1763,8
1765,8
1766,8
1767,8
1771,6
1772,8
1777,8
1784,2
1799,1
1806,8
1810,1
1812,6
1814,8
1818,6
1819,8
1822,6
1823,8
1824,6
1834,8
1835,6
1844,6
1848,2
1849,8
1850,6
1851,1
1856,6
1862,6
1863,8
1872,6
1874,7
1875,6
1877,8
1900,8
1902,8
1904,2
1905,1
1908,8
1914,8
1916,2
1922,2
1933,7
1934,1
1939,8
1942,2
1947,8
1957,8
1971,8
1973,2
1974,1
1977,6
1981,1
1985,8
1987,8
1989,8
2001,8
2002,7
2007,2
2008,8
2011,6
2021,6
2034,6
2040,6
2044,8
2045,8
2048,8
2051,8
2062,8
2066,7
2068,7
2069,6
2074,8
2075,6
2078,8
2079,1
2080,6
2081,1
2084,6
2085,6
2087,6
2096,6
2102,8
2103,2
2107,6
2117,7
2118,2
2120,5
2121,6
2122,1
2130,8
2136,6
2138,8
2140,8
2143,8
2144,6
2145,8
2147,1
2150,1
2154,8
2155,1
2166,8
2169,1
2173,2
2176,6
2178,8
2179,6
2180,8
2184,8
2185,8
2188,8
2190,8
2194,1
2195,2
2198,8
2205,8
2206,8
2207,1
2212,2
2213,8
2216,8
2218,8
2224,5
2225,8
2228,8
2236,8
2242,8
2246,1
2250,8
2255,8
2256,2
2267,2
2268,8
2269,8
2272,1
2275,8
2280,8
2282,6
2287,8
2289,8
2293,6
2296,1
2307,8
2309,8
2313,8
2325,7
2327,8
2336,1
2339,7
2342,8
2347,8
2350,8
2360,8
2364,7
2369,1
2379,6
2394,8
2395,2
2399,8
2402,8
2410,8
2416,6
2420,7
2427,8
2434,8
2435,8
2441,8
2447,6
2452,8
2463,8
2467,8
2468,8
2470,6
2476,6
2483,6
2487,2
2492,8
2502,8
2504,2
2510,8
2511,7
2512,8
2517,8
2520,8
2521,8
2523,8
2524,2
2525,6
2526,8
2528,6
2530,6
2532,6
2536,8
2540,8
2541,8
2543,8
2549,8
2550,1
2556,6
2557,8
2559,8
2565,8
2566,8
2567,7
2568,8
2570,8
2573,8
2577,8
2578,6
2583,8
2586,2
2587,8
2588,8
2591,8
2597,8
2606,1
2607,8
2608,5
2611,8
2612,6
2613,8
2616,8
2621,6
2622,6
2634,8
2639,8
2642,1
2644,6
2650,6
2655,8
2664,8
2667,8
2670,6
2679,1
2681,6
2683,1
2685,8
2687,8
2696,6
2699,6
2712,1
2716,6
2720,8
2725,1
2726,8
2731,6
2733,8
2740,8
2742,2
2748,8
2749,8
2763,7
2771,8
2772,2
2773,8
2783,8
2784,1
2789,1
2796,6
2798,6
2799,8
2800,6
2802,8
2805,6
2809,8
2816,8
2817,8
2821,5
2822,8
2829,8
2832,1
2842,2
2844,7
2846,6
2851,6
2852,8
2853,8
2856,8
2862,2
2866,6
2868,8
2886,8
2892,6
2893,6
2898,1
2917,8
2923,1
2927,8
2930,8
2931,6
2935,7
2936,8
2961,6
2964,8
2967,7
2968,7
2970,8
2977,2
2978,8
2979,8
2985,1
2986,8
2989,8
2997,8
2999,8
3004,6
3008,8
3010,8
3020,8
3022,1
3024,8
3027,5
3032,8
3033,8
3048,6
3053,6
3056,5
3070,8
3071,5
3073,8
3080,8
3098,8
3099,6
3109,8
3110,8
3115,8
3121,8
3128,8
3132,8
3133,2
3141,8
3144,6
3145,8
3154,8
3159,8
3164,5
3168,1
3172,1
3176,2
3186,8
3193,6
3196,8
3199,6
3200,8
3209,8
3210,8
3214,8
3229,2
3230,6
3233,8
3242,1
3244,8
3249,6
3251,6
3253,8
3264,6
3271,6
3272,8
3274,7
3276,8
3280,1
3282,8
3285,8
3297,8
3298,8
3307,8
3309,8
3310,8
3312,6
3314,8
3315,6
3316,8
3319,8
3322,8
3327,7
3332,8
3334,8
3336,1
3338,8
3340,6
3343,8
3352,6
3353,6
3356,8
3357,8
3360,8
3365,8
3366,8
3367,8
3369,8
3374,2
3376,6
3381,8
3385,1
3386,8
3397,8
3403,8
3409,6
3414,8
3415,8
3423,6
3427,2
3428,8
3439,2
3441,6
3442,6
3447,8
3453,1
3456,1
3458,8
3459,1
3462,8
3464,8
3477,8
3480,8
3483,8
3490,1
3497,6
3498,8
3500,8
3504,1
3509,1
3510,8
3511,8
3525,1
3528,2
3529,2
3531,8
3532,8
3536,8
3537,8
3538,1
3547,8
3557,8
3572,8
3573,1
3588,6
3590,1
3597,8
3601,2
3602,8
3608,8
3611,5
3616,7
3619,6
3623,7
3638,8
3641,1
3643,8
3647,5
3648,7
3662,7
3663,8
3665,6
3679,8
3683,8
3692,8
3700,8
3705,8
3706,8
3711,8
3712,6
3716,8
3725,8
3727,8
3739,8
3740,7
3743,6
3744,2
3750,6
3751,8
3752,1
3753,2
3754,1
3761,8
3762,8
3764,5
3773,8
3774,8
3775,8
3776,8
3785,6
3788,8
3791,6
3792,8
3794,7
3797,8
3798,8
3807,8
3808,7
3810,8
3813,6
3815,6
3818,8
3820,6
3824,6
3832,8
3836,8
3837,1
