Id,Response
1,8
3,8
4,8
9,6
12,8
13,8
21,8
28,6
30,8
36,8
38,8
43,8
45,8
48,8
50,8
51,8
54,8
55,1
59,8
62,6
63,8
66,6
69,8
82,8
83,8
84,5
86,8
89,8
90,8
92,8
98,8
100,8
105,6
115,8
119,6
124,8
127,8
133,8
140,8
141,8
143,8
151,6
154,8
157,8
163,7
166,5
168,8
170,8
173,6
180,2
182,5
184,2
185,8
195,8
196,8
197,8
212,8
213,8
219,8
225,2
227,6
232,2
239,1
247,2
251,1
254,6
261,8
264,8
267,5
272,8
275,8
277,8
283,8
284,1
287,8
291,8
293,8
294,6
305,8
307,8
309,8
311,6
322,6
323,8
326,8
330,6
335,5
337,8
338,8
341,6
346,8
348,6
352,5
356,6
358,6
366,8
369,6
373,1
375,8
381,2
384,8
386,8
396,8
397,8
399,6
405,8
412,8
417,6
421,7
425,8
427,8
430,1
432,2
433,8
436,8
438,6
441,8
442,5
444,5
446,6
448,8
450,8
454,8
465,8
470,6
472,6
475,8
484,8
495,8
497,8
498,8
501,1
502,8
505,8
515,2
516,2
527,8
529,2
531,6
533,8
537,5
541,8
546,8
548,8
549,8
550,8
553,8
559,8
561,2
564,2
574,8
578,6
579,2
580,8
582,7
584,8
588,1
596,6
602,6
603,2
613,8
614,2
619,8
620,6
624,8
625,8
628,2
630,6
635,8
636,8
637,8
641,8
644,8
648,8
654,6
658,8
664,8
666,7
667,8
670,8
672,2
674,8
676,8
684,8
685,1
693,8
694,8
700,8
702,2
703,1
705,8
711,8
718,6
722,6
726,6
727,8
732,8
735,8
740,7
748,8
750,8
751,8
756,8
762,8
766,8
770,8
771,7
779,6
782,1
784,6
793,1
798,1
800,2
801,6
805,8
807,8
813,8
819,8
820,8
822,8
823,8
833,8
834,8
842,8
845,6
856,8
860,1
864,8
869,8
872,8
877,1
878,6
893,8
894,8
896,8
899,8
900,8
911,2
914,8
917,8
919,8
923,1
925,8
926,2
934,8
938,8
940,6
955,5
956,8
971,1
973,8
978,8
979,8
981,8
988,8
990,8
992,2
996,8
997,6
999,2
1000,8
1006,2
1009,5
1018,1
1025,1
1038,8
1042,6
1045,6
1046,8
1047,8
1050,6
1052,8
1054,6
1057,6
1061,6
1069,6
1071,8
1073,1
1074,8
1075,8
1083,8
1084,1
1089,5
1099,5
1103,8
1110,8
1123,8
1130,8
1135,8
1137,8
1145,8
1147,8
1152,8
1153,6
1154,8
1158,8
1166,7
1170,8
1172,8
1178,8
1179,8
1181,1
1182,8
1183,8
1191,8
1192,6
1200,2
1205,1
1207,6
1208,2
1209,8
1217,8
1223,8
1225,8
1226,6
1228,8
1230,2
1232,8
1235,8
1237,6
1257,8
1266,1
1267,2
1274,8
1277,8
1278,1
1280,8
1282,8
1293,8
1294,8
1305,8
1306,8
1311,6
1318,8
1320,6
1323,8
1325,6
1328,6
1336,1
1340,8
1341,8
1344,6
1345,8
1348,1
1358,6
1361,8
1364,6
1373,8
1377,2
1378,8
1380,8
1382,5
1383,6
1386,8
1387,6
1390,6
1395,8
1398,8
1402,8
1403,8
1405,8
1407,8
1410,2
1412,5
1419,8
1426,8
1428,8
1436,8
1437,8
1438,8
1441,8
1444,8
1448,2
1454,8
1457,6
1459,8
1463,8
1467,8
1471,2
1475,8
1476,2
1480,8
1481,2
1482,8
1489,8
1491,8
1494,8
1496,6
1500,8
1501,8
1503,1
1504,6
1505,8
1515,6
1517,8
1520,7
1521,1
1523,8
1526,8
1529,6
1530,8
1543,1
1544,8
1547,8
1550,8
1552,8
1554,6
1563,8
1574,8
1575,1
1576,8
1579,8
1582,2
1584,8
1585,8
1589,8
1596,8
1598,5
1611,8
1613,8
1615,6
1618,2
1627,8
1630,6
1638,8
1639,8
1640,8
1642,8
1645,8
1648,8
1654,2
1661,8
1662,8
1663,8
1666,1
1668,2
1670,6
1672,8
1681,8
1682,7
1683,6
1687,8
1688,8
1693,8
1694,8
1700,8
1704,8
1712,8
1716,8
1717,8
1722,8
1724,7
1738,2
1739,1
1740,8
1761,8
1763,8
1765,8
1766,1
1767,8
1771,6
1772,8
1777,8
1784,2
1799,8
1806,8
1810,5
1812,8
1814,1
1818,8
1819,8
1822,6
1823,8
1824,8
1834,7
1835,1
1844,1
1848,6
1849,8
1850,8
1851,2
1856,6
1862,6
1863,8
1872,7
1874,6
1875,8
1877,8
1900,8
1902,7
1904,8
1905,6
1908,8
1914,8
1916,6
1922,1
1933,8
1934,1
1939,8
1942,6
1947,8
1957,8
1971,8
1973,6
1974,7
1977,6
1981,8
1985,8
1987,1
1989,8
2001,6
2002,8
2007,2
2008,8
2011,1
2021,6
2034,8
2040,8
2044,8
2045,8
2048,8
2051,7
2062,8
2066,6
2068,8
2069,8
2074,8
2075,8
2078,8
2079,2
2080,2
2081,6
2084,6
2085,8
2087,7
2096,8
2102,2
2103,8
2107,8
2117,8
2118,1
2120,6
2121,6
2122,2
2130,8
2136,2
2138,8
2140,8
2143,8
2144,8
2145,7
2147,8
2150,6
2154,8
2155,6
2166,8
2169,6
2173,6
2176,6
2178,8
2179,6
2180,8
2184,6
2185,8
2188,2
2190,8
2194,6
2195,8
2198,8
2205,6
2206,8
2207,1
2212,1
2213,8
2216,8
2218,8
2224,8
2225,8
2228,8
2236,8
2242,8
2246,2
2250,8
2255,5
2256,6
2267,2
2268,8
2269,8
2272,8
2275,8
2280,8
2282,8
2287,8
2289,8
2293,7
2296,6
2307,8
2309,8
2313,8
2325,8
2327,8
2336,8
2339,6
2342,8
2347,8
2350,5
2360,8
2364,8
2369,6
2379,6
2394,8
2395,6
2399,8
2402,8
2410,8
2416,8
2420,8
2427,8
2434,8
2435,8
2441,8
2447,8
2452,8
2463,8
2467,8
2468,8
2470,5
2476,6
2483,6
2487,2
2492,8
2502,8
2504,8
2510,8
2511,2
2512,8
2517,8
2520,6
2521,8
2523,7
2524,1
2525,5
2526,8
2528,8
2530,2
2532,6
2536,8
2540,8
2541,8
2543,8
2549,8
2550,6
2556,2
2557,8
2559,7
2565,8
2566,6
2567,2
2568,8
2570,8
2573,8
2577,8
2578,1
2583,6
2586,6
2587,8
2588,8
2591,8
2597,1
2606,8
2607,8
2608,8
2611,2
2612,8
2613,8
2616,8
2621,8
2622,6
2634,8
2639,2
2642,8
2644,8
2650,8
2655,8
2664,8
2667,8
2670,2
2679,6
2681,6
2683,1
2685,8
2687,8
2696,7
2699,8
2712,6
2716,8
2720,8
2725,8
2726,8
2731,6
2733,8
2740,8
2742,6
2748,8
2749,8
2763,8
2771,8
2772,1
2773,8
2783,8
2784,8
2789,6
2796,7
2798,2
2799,8
2800,8
2802,8
2805,6
2809,8
2816,8
2817,8
2821,8
2822,8
2829,8
2832,5
2842,6
2844,8
2846,6
2851,8
2852,8
2853,8
2856,8
2862,6
2866,6
2868,6
2886,8
2892,1
2893,8
2898,8
2917,6
2923,8
2927,6
2930,8
2931,6
2935,7
2936,8
2961,8
2964,8
2967,8
2968,6
2970,8
2977,2
2978,8
2979,8
2985,8
2986,1
2989,8
2997,6
2999,8
3004,6
3008,7
3010,8
3020,8
3022,1
3024,1
3027,8
3032,6
3033,8
3048,5
3053,7
3056,8
3070,8
3071,8
3073,6
3080,8
3098,8
3099,1
3109,8
3110,8
3115,6
3121,8
3128,8
3132,8
3133,2
3141,6
3144,1
3145,8
3154,6
3159,8
3164,8
3168,2
3172,6
3176,7
3186,8
3193,1
3196,8
3199,6
3200,8
3209,8
3210,8
3214,8
3229,7
3230,8
3233,8
3242,6
3244,8
3249,8
3251,8
3253,8
3264,6
3271,6
3272,8
3274,8
3276,2
3280,1
3282,8
3285,8
3297,5
3298,8
3307,6
3309,8
3310,8
3312,5
3314,8
3315,1
3316,8
3319,1
3322,8
3327,6
3332,6
3334,8
3336,6
3338,8
3340,8
3343,2
3352,8
3353,5
3356,8
3357,8
3360,5
3365,8
3366,8
3367,8
3369,8
3374,1
3376,8
3381,8
3385,1
3386,8
3397,8
3403,6
3409,5
3414,8
3415,8
3423,6
3427,6
3428,6
3439,2
3441,8
3442,1
3447,8
3453,6
3456,8
3458,8
3459,8
3462,8
3464,8
3477,8
3480,6
3483,8
3490,8
3497,6
3498,8
3500,8
3504,6
3509,2
3510,6
3511,8
3525,2
3528,8
3529,2
3531,8
3532,8
3536,8
3537,5
3538,5
3547,8
3557,8
3572,8
3573,8
3588,8
3590,8
3597,8
3601,1
3602,8
3608,2
3611,6
3616,6
3619,8
3623,2
3638,6
3641,6
3643,8
3647,8
3648,8
3662,1
3663,8
3665,6
3679,6
3683,2
3692,1
3700,8
3705,8
3706,8
3711,8
3712,6
3716,8
3725,7
3727,8
3739,8
3740,7
3743,6
3744,1
3750,8
3751,1
3752,6
3753,2
3754,1
3761,8
3762,1
3764,6
3773,8
3774,8
3775,8
3776,8
3785,1
3788,8
3791,1
3792,8
3794,8
3797,8
3798,6
3807,2
3808,8
3810,8
3813,6
3815,8
3818,6
3820,5
3824,8
3832,6
3836,8
3837,5
